split,top_k,original_id,question_type,difficulty,question,gold_answer,retrieved_count,support_title_count,retrieved_support_title_count,support_title_coverage,support_present_in_topk,missing_support_titles,retrieved_support_ranks,max_retrieved_support_rank,answer_present_in_returned_docs,top_titles
test,5,5ae063085542993d6555eb37,bridge,hard,Jennifer Ventimilia co-wrote the teleplay of the episode that was part of which season of The Simpsons?,sixth season,5,2,1,0.5,0,'round springfield,1,1,0,Jennifer Ventimilia || Simpson Tide || Jace Richdale || The Simpsons (season 23) || Dogtown (The Simpsons)
test,5,5a7c0dab5542997c3ec972d2,bridge,hard,"Los Angeles Historic-Cultural Monument (No. 139) hosted an event by what organization on Oct 12, 1991?",IFBB professional bodybuilding,5,2,1,0.5,0,1991 ms. olympia,1,1,0,"Shrine Auditorium || Los Angeles Historic-Cultural Monument || Watts, Los Angeles || Wilkins House (Los Angeles) || Garber House (Los Angeles, California)"
test,5,5a7b55375542995eb53be91f,bridge,hard,"Who did the player nicknamed ""The Human Highlight Film"" play for after he left the Atlanta Hawks?",Boston Celtics,5,2,1,0.5,0,1994–95 atlanta hawks season,2,2,1,"1985–86 Atlanta Hawks season || Dominique Wilkins || Atlanta Hawks, LLC || List of Atlanta Hawks head coaches || Banjul Hawks FC"
test,5,5a791ce955429974737f798e,bridge,hard,Brett McClure competed in the pommel horse event at the 2001 Goodwill Games in what Australian province?,Queensland,5,2,1,0.5,0,2001 goodwill games,1,1,0,Brett McClure || Gymnastics at the 2010 Commonwealth Games – Men's pommel horse || Gymnastics at the 2006 Asian Games – Men's pommel horse || Gymnastics at the 2014 Commonwealth Games – Men's pommel horse || Gymnastics at the 2002 Asian Games – Men's pommel horse
test,5,5a8b14125542992d82986fd5,bridge,hard,During what months of the 2003 invasion of the Iraq were the media outlets accused of having a pro war basis?,20 March to 1 May 2003,5,2,1,0.5,0,2003 invasion of iraq,1,1,0,Media coverage of the Iraq War || Governmental positions on the Iraq War prior to the 2003 invasion of Iraq || Timeline of the Iraq War || Views on the 2003 invasion of Iraq || Investment in post-invasion Iraq
test,5,5a88abf75542997e5c09a6a1,bridge,hard,"In what city was the second bowl game to air on all the ""big four"" television networks played?",Miami,5,2,1,0.5,0,2007 orange bowl,1,1,0,2007 Fiesta Bowl || International Bowl || College All-Star Bowl || 1976 Orange Bowl || 2001 Independence Bowl
test,5,5ae5cf0b55429929b08079aa,bridge,hard,"what caused the death of over 250 people in Accra, Ghana?",an explosion and a fire occurred at a petrol station,5,2,1,0.5,0,2015 accra floods,1,1,1,"2015 Accra explosion || Accra Ghana Temple || Lashibi || Tudu, Ghana || Sikkim Manipal University, Ghana Learning Centre, Accra"
test,5,5ae524415542992663a4f121,bridge,hard,In what city did the 23rd overall pick of the 2015 NHL Entry Draft helped the United States national junior team win a bronze medal?,"Helsinki, Finland",5,2,1,0.5,0,2016 world junior ice hockey championships,1,1,0,Brock Boeser || 2000 NHL Entry Draft || 2009 NHL Entry Draft || Oscar Dansk || Alexander Dergachyov
test,5,5ab2958a554299449642c911,bridge,hard,3:10 to Yuma starred what American actor also known for his role as Hoban Washburne?,Alan Tudyk,5,2,1,0.5,0,3:10 to yuma (2007 film),1,1,1,Alan Tudyk || Paul Hoban || The 3:10 to Yuma || Elihu B. Washburne || Hempstead Washburne
test,5,5a8f53ad5542992414482a50,bridge,hard,"What year did the infantry regiment featured in the 2006 film ""Only the Brave"" begin?",1944,5,2,1,0.5,0,442nd infantry regiment (united states),1,1,0,Only the Brave (2006 film) || 25th Virginia Infantry || Royal New Zealand Infantry Regiment || Yorkshire Regiment || 182nd Infantry Regiment (United States)
