method_name,policy,tau_answer,case_type,taxonomy,id,original_id,question,gold_answer,sufficiency_label,risk_score,decision,audit_support_title_coverage,audit_gold_answer_in_top5,query_token_coverage_union,title_token_coverage_union,embedding_top1_share,top5_titles
logistic_regression/v3_all/isotonic,risk_control@suff_abstain15,0.25,over_abstain,conservative_despite_answer_and_support,5ae331fb55429928c4239670__diagnostic_natural_top5,5ae331fb55429928c4239670,What year did the father of Willem van Oldenbarnevelt die?,1619,sufficient,1.0,abstain,1.0,1.0,0.6,0.4,0.2765542196737431,Willem van Oldenbarnevelt || Reinier van Oldenbarnevelt || Johan van Oldenbarnevelt || Willem Zijderveld || Willem die Madoc maecte
logistic_regression/v3_all/isotonic,risk_control@suff_abstain15,0.25,over_abstain,conservative_despite_answer_and_support,5a79f6825542996c55b2dcb4__diagnostic_natural_top5,5a79f6825542996c55b2dcb4,New Jersey politicians Linda Stender and Leonard Lance were born within a year of each other beginning in which year?,1952,sufficient,0.967741935483871,abstain,1.0,1.0,0.631578947368421,0.3157894736842105,0.29497242021098635,Linda Stender || Wesley Lance || Leonard Lance || New Jersey's 7th congressional district || Leonard Ronco
logistic_regression/v3_all/isotonic,risk_control@suff_abstain15,0.25,over_abstain,conservative_despite_answer_and_support,5a7e618155429949594199b0__diagnostic_natural_top5,5a7e618155429949594199b0,New York State Route 9R rejoins its parent in a hamlet located  in what New York County?,Albany,sufficient,0.967741935483871,abstain,1.0,1.0,0.9285714285714286,0.35714285714285715,0.28523819572176223,"New York State Route 9R || New York State Route 157A || Boght Corners, New York || New York State Route 146B || New York State Route 9N"
logistic_regression/v3_all/isotonic,risk_control@suff_abstain15,0.25,over_abstain,conservative_despite_answer_and_support,5a8b3e985542995d1e6f131c__diagnostic_natural_top5,5a8b3e985542995d1e6f131c,"Where is the brand ""Moe's Southwest Grill"" owned based?","It is based in Sandy Springs, Georgia",sufficient,0.967741935483871,abstain,1.0,1.0,0.9,0.5,0.2864992961305819,Moe's Southwest Grill || Focus Brands || Tumbleweed Tex Mex Grill & Margarita Bar || Portland City Grill || On the Border Mexican Grill & Cantina
logistic_regression/v3_all/isotonic,risk_control@suff_abstain15,0.25,over_abstain,conservative_despite_answer_and_support,5ab9379a554299753720f79d__diagnostic_natural_top5,5ab9379a554299753720f79d,"Which University, University of New South Wales or Purbanchal University was established first ?",The University of New South Wales,sufficient,0.967741935483871,abstain,1.0,1.0,0.7272727272727273,0.5454545454545454,0.260139948654588,"Purbanchal University || University of New South Wales || List of University of New South Wales alumni || International House, University of New South Wales || Police Tribunal of New South Wales"
logistic_regression/v3_all/isotonic,risk_control@suff_abstain15,0.25,over_abstain,conservative_despite_answer_and_support,5ab9379a554299753720f79d__diagnostic_oracle_support_augmented_top5,5ab9379a554299753720f79d,"Which University, University of New South Wales or Purbanchal University was established first ?",The University of New South Wales,sufficient,0.967741935483871,abstain,1.0,1.0,0.7272727272727273,0.5454545454545454,0.260139948654588,"Purbanchal University || University of New South Wales || List of University of New South Wales alumni || International House, University of New South Wales || Police Tribunal of New South Wales"
logistic_regression/v3_all/isotonic,risk_control@suff_abstain15,0.25,over_abstain,conservative_despite_answer_and_support,5abbcba05542992ccd8e7fa3__diagnostic_natural_top5,5abbcba05542992ccd8e7fa3,With whom did Lever Brothers merge to create an Indonesian soap factory?,Margarine Unie,sufficient,0.967741935483871,abstain,1.0,1.0,0.5,0.3333333333333333,0.2465506264224804,Lever Brothers Factory || Lever Brothers || Unilever Indonesia || Port Sunlight || Swan Soap
logistic_regression/v3_all/isotonic,risk_control@suff_abstain15,0.25,over_abstain,conservative_despite_answer_and_support,5abbdd565542993f40c73bfb__diagnostic_natural_top5,5abbdd565542993f40c73bfb,What is the airport code for the Vilnius Airport that ceased operations in 2015?,"IATA: VNO, ICAO: EYVI",sufficient,0.967741935483871,abstain,1.0,1.0,0.75,0.16666666666666666,0.2942236304122172,Air Lituanica || Wizz Air Ukraine || Westair Benin || UTair Express || Vilnius Airport
logistic_regression/v3_all/isotonic,risk_control@suff_abstain15,0.25,over_abstain,conservative_despite_answer_and_support,5ac3d9135542995c82c4ac4c__diagnostic_oracle_support_augmented_top5,5ac3d9135542995c82c4ac4c,What is the population of the city that Munsonville is in the northwest corner of?,729 at the 2010 census,sufficient,0.9629629629629629,abstain,1.0,1.0,0.7272727272727273,0.18181818181818182,0.2935737552491781,"Munsonville, New Hampshire || Nelson, New Hampshire || College Corner, Ohio || Buchanan Township, Atchison County, Missouri || Dade County, Georgia"
logistic_regression/v3_all/isotonic,risk_control@suff_abstain15,0.25,over_abstain,conservative_despite_answer_and_support,5a79395455429970f5fffe7d__diagnostic_natural_top5,5a79395455429970f5fffe7d,"What was the name of the lead character in the 1960s sitcom ""Get Smart"", which also featured an American actress born in 1933?",Maxwell Smart,sufficient,0.896551724137931,abstain,1.0,1.0,0.85,0.1,0.27125703511304095,"Barbara Feldon || Get Smart (1995 TV series) || Get Smart, Again! || Robert Karvelas || Jean Smart"
logistic_regression/v3_all/isotonic,risk_control@suff_abstain15,0.25,over_abstain,conservative_despite_answer_and_support,5a79395455429970f5fffe7d__diagnostic_oracle_support_augmented_top5,5a79395455429970f5fffe7d,"What was the name of the lead character in the 1960s sitcom ""Get Smart"", which also featured an American actress born in 1933?",Maxwell Smart,sufficient,0.896551724137931,abstain,1.0,1.0,0.85,0.1,0.27125703511304095,"Barbara Feldon || Get Smart, Again! || Get Smart (1995 TV series) || Robert Karvelas || Jean Smart"
logistic_regression/v3_all/isotonic,risk_control@suff_abstain15,0.25,over_abstain,conservative_despite_answer_and_support,5a7c25035542997c3ec972e5__diagnostic_natural_top5,5a7c25035542997c3ec972e5,"Qazi is a Kashmiri singer that won ""Fame Gurukul"" along with a singer born where?",Kolkata,sufficient,0.896551724137931,abstain,1.0,1.0,0.8461538461538461,0.23076923076923078,0.3490710149352097,Qazi Touqeer || Ruprekha Banerjee || Qazi Yasir || Fame Gurukul || Fame X
logistic_regression/v3_all/isotonic,risk_control@suff_abstain15,0.25,over_abstain,conservative_despite_answer_and_support,5a7c25035542997c3ec972e5__diagnostic_oracle_support_augmented_top5,5a7c25035542997c3ec972e5,"Qazi is a Kashmiri singer that won ""Fame Gurukul"" along with a singer born where?",Kolkata,sufficient,0.896551724137931,abstain,1.0,1.0,0.8461538461538461,0.23076923076923078,0.3490710149352097,Qazi Touqeer || Ruprekha Banerjee || Qazi Yasir || Fame Gurukul || Fame X
logistic_regression/v3_all/isotonic,risk_control@suff_abstain15,0.25,over_abstain,conservative_despite_answer_and_support,5a7d3470554299452d57bb56__diagnostic_natural_top5,5a7d3470554299452d57bb56,A scam involving a male calling small town fast-food restaurants and pretending to be a police officer to have them strip search employees was turned into a movie of what name?,Compliance,sufficient,0.896551724137931,abstain,1.0,1.0,0.6428571428571429,0.14285714285714285,0.3566173237489399,Strip search phone call scam || Gas leak phone call scam || Compliance (film) || Burgeranch || Lafleur Restaurants
logistic_regression/v3_all/isotonic,risk_control@suff_abstain15,0.25,over_abstain,conservative_despite_answer_and_support,5a8f495c5542997ba9cb3220__diagnostic_natural_top5,5a8f495c5542997ba9cb3220,Where is Hawthornden Castle located relative to a castle 9 miles south of Edinburgh?,downstream,sufficient,0.896551724137931,abstain,1.0,1.0,0.8461538461538461,0.15384615384615385,0.22571232551075737,Hawthornden Castle || Bavelaw Castle || Dalhousie Castle || Roslin Castle || Borthwick Castle
logistic_regression/v3_all/isotonic,risk_control@suff_abstain15,0.25,over_abstain,conservative_despite_answer_and_support,5a8f495c5542997ba9cb3220__diagnostic_oracle_support_augmented_top5,5a8f495c5542997ba9cb3220,Where is Hawthornden Castle located relative to a castle 9 miles south of Edinburgh?,downstream,sufficient,0.896551724137931,abstain,1.0,1.0,0.8461538461538461,0.15384615384615385,0.22571232551075737,Hawthornden Castle || Roslin Castle || Bavelaw Castle || Dalhousie Castle || Borthwick Castle
logistic_regression/v3_all/isotonic,risk_control@suff_abstain15,0.25,over_abstain,conservative_despite_answer_and_support,5ab2d61155429916697740ff__diagnostic_natural_top5,5ab2d61155429916697740ff,"What kind of creative artist was Howell Conant, famed for his work with Grace Kelly?",photographer,sufficient,0.896551724137931,abstain,1.0,1.0,0.6,0.26666666666666666,0.32810682458833873,Howell Conant || Grace Kelly (1983 film) || Grace Kelly (disambiguation) || Grace Kelly || Lucy Scarborough Conant
logistic_regression/v3_all/isotonic,risk_control@suff_abstain15,0.25,over_abstain,conservative_despite_answer_and_support,5ac2ad5355429921a00ab02c__diagnostic_natural_top5,5ac2ad5355429921a00ab02c,"Which son of Robin Fox MC, is an English theater and film producer",Robert Michael John Fox,sufficient,0.896551724137931,abstain,1.0,1.0,0.7692307692307693,0.3076923076923077,0.2548695180463786,Robin Fox (theatrical agent) || Robin Fox family || Robin Whetherly || Weird MC || Robert Fox (producer)
logistic_regression/v3_all/isotonic,risk_control@suff_abstain15,0.25,over_abstain,conservative_despite_answer_and_support,5ac3d9135542995c82c4ac4c__diagnostic_natural_top5,5ac3d9135542995c82c4ac4c,What is the population of the city that Munsonville is in the northwest corner of?,729 at the 2010 census,sufficient,0.896551724137931,abstain,1.0,1.0,0.7272727272727273,0.18181818181818182,0.2935737552491781,"Munsonville, New Hampshire || College Corner, Ohio || Nelson, New Hampshire || Buchanan Township, Atchison County, Missouri || Dade County, Georgia"
logistic_regression/v3_all/isotonic,risk_control@suff_abstain15,0.25,over_abstain,conservative_despite_answer_and_support,5a722c2255429971e9dc932c__diagnostic_natural_top5,5a722c2255429971e9dc932c,"What type of development, currently existing in Pasay, is currently being considered for malls such as one in M.A. Roxas Avenue in Clark Freeport, Angeles City in Pampanga Philippines?",SM Lifestyle Cities,sufficient,0.8857142857142857,abstain,1.0,1.0,0.8076923076923077,0.2692307692307692,0.26214637369934174,SM City Clark || Clark International Speedway || Clark Freeport Zone || List of shopping malls in Pampanga || SM Lifestyle City
logistic_regression/v3_all/isotonic,risk_control@suff_abstain15,0.25,safe_answer,safe_answer,5a7137dc5542994082a3e68a__diagnostic_natural_top5,5a7137dc5542994082a3e68a,Kevin Wayne Durant was named what ?(An Award initiated following 1952-53 NBA Season?,The National Basketball Association's Rookie of the Year,sufficient,0.0,answer,1.0,1.0,0.9285714285714286,0.5714285714285714,0.21713675914920771,1952–53 Fort Wayne Pistons season || NBA Rookie of the Year Award || Kevin Durant || 1952–53 NBA season || 1952–53 Syracuse Nationals season
logistic_regression/v3_all/isotonic,risk_control@suff_abstain15,0.25,safe_answer,safe_answer,5a7137dc5542994082a3e68a__diagnostic_oracle_support_augmented_top5,5a7137dc5542994082a3e68a,Kevin Wayne Durant was named what ?(An Award initiated following 1952-53 NBA Season?,The National Basketball Association's Rookie of the Year,sufficient,0.0,answer,1.0,1.0,0.9285714285714286,0.5714285714285714,0.2155438108469963,Kevin Durant || NBA Rookie of the Year Award || 1952–53 Fort Wayne Pistons season || 1952–53 NBA season || 1952–53 Syracuse Nationals season
logistic_regression/v3_all/isotonic,risk_control@suff_abstain15,0.25,safe_answer,safe_answer,5a713a5a5542994082a3e6a9__diagnostic_oracle_support_augmented_top5,5a713a5a5542994082a3e6a9,What football club plays in the area between the old tool gates: Brook Bar and Trafford bar?,Manchester United,sufficient,0.0,answer,1.0,1.0,0.6666666666666666,0.3333333333333333,0.3195134558550663,"Old Trafford, Greater Manchester || Manchester United F.C. in European football || Old Trafford || Trafford Bar tram stop || Old Trafford Cricket Ground"
