method_name,policy,tau_answer,case_type,taxonomy,id,original_id,question,gold_answer,sufficiency_label,risk_score,decision,audit_support_title_coverage,audit_gold_answer_in_top5,query_token_coverage_union,title_token_coverage_union,embedding_top1_share,top5_titles
logistic_regression/v3_all/isotonic,risk_control@suff_abstain15,0.65,successful_intercept,missing_support_intercepted,5a714b645542994082a3e78b__official_intro_link_bridge_a0p85_p0p00_top5,5a714b645542994082a3e78b,What year did Lindsey Broad star in the movie with Russell Brand and Jonah Hill?,2010,insufficient,1.0,abstain,0.5,1.0,0.6,0.4666666666666667,0.21130452316070988,Jonah Hill filmography || Lindsey Russell || List of awards and nominations received by Jonah Hill || Get Him to the Greek || 2012 MTV Movie Awards
logistic_regression/v3_all/isotonic,risk_control@suff_abstain15,0.65,successful_intercept,missing_support_no_answer_leakage,5a721e0e55429971e9dc928d__official_intro_link_bridge_a0p85_p0p00_top5,5a721e0e55429971e9dc928d,which university was founded first Duke University or Tufts University?,Duke University,insufficient,1.0,abstain,0.5,0.0,0.625,0.25,0.2122786600344786,Experimental College (Tufts University) || Tufts University School of Dental Medicine || Tufts University || The Tufts Observer || History of Tufts University
logistic_regression/v3_all/isotonic,risk_control@suff_abstain15,0.65,successful_intercept,missing_support_intercepted,5a7299e75542991f9a20c524__official_intro_link_bridge_a0p85_p0p00_top5,5a7299e75542991f9a20c524,"What movie was released at a later date, My Dog Tulip or Monsters vs. Aliens?",Monsters vs. Aliens,insufficient,1.0,abstain,0.5,1.0,0.4666666666666667,0.2,0.22285387473474233,List of Monsters vs. Aliens characters || Monsters vs. Aliens (video game) || Monsters vs. Aliens (disambiguation) || Monsters vs. Aliens || Monsters vs. Aliens: Mutant Pumpkins from Outer Space
logistic_regression/v3_all/isotonic,risk_control@suff_abstain15,0.65,successful_intercept,missing_support_intercepted,5a72a9145542994cef4bc3c1__official_intro_link_bridge_a0p85_p0p00_top5,5a72a9145542994cef4bc3c1,Which player signed to Bayern Munich before the 2012-2013 season was known mostly as a central defender?,Dante,insufficient,1.0,abstain,0.5,1.0,0.6111111111111112,0.2777777777777778,0.21468227105751603,2012–13 FC Bayern Munich season || 2013–14 FC Bayern Munich season || 1993–94 FC Bayern Munich season || 1995–96 FC Bayern Munich season || 2015–16 FC Bayern Munich season
logistic_regression/v3_all/isotonic,risk_control@suff_abstain15,0.65,successful_intercept,missing_support_intercepted,5a72abb95542992359bc3162__official_intro_link_bridge_a0p85_p0p00_top5,5a72abb95542992359bc3162,Which film was not a 3D computer-animation Cars 3 or Smith!?,Smith!,insufficient,1.0,abstain,0.0,1.0,0.6666666666666666,0.4166666666666667,0.20554442238944828,Pumpkin 3D || David A. Smith (computer scientist) || List of 3D rendering software || Mixamo || Computer animation
logistic_regression/v3_all/isotonic,risk_control@suff_abstain15,0.65,successful_intercept,missing_support_intercepted,5a7380b955429908901be2d4__official_intro_link_bridge_a0p85_p0p00_top5,5a7380b955429908901be2d4,"Which film is older, Monsters, Inc. or Earth?","Monsters, Inc.",insufficient,1.0,abstain,0.0,1.0,0.625,0.375,0.2056245944001387,"B.P.R.D. Hell on Earth: Gods and Monsters || List of Monsters, Inc. characters || Monsters, Inc. (franchise) || Monsters, Inc. Scream Arena || Monsters, Inc. Ride & Go Seek"
logistic_regression/v3_all/isotonic,risk_control@suff_abstain15,0.65,successful_intercept,missing_support_no_answer_leakage,5a73b1855542992d56e7e388__official_intro_link_bridge_a0p85_p0p00_top5,5a73b1855542992d56e7e388,Which actor in the film Equus is also in the film The Informers?,Colin Blakely,insufficient,1.0,abstain,0.0,0.0,0.4444444444444444,0.2222222222222222,0.20415960186899865,Common Informers Act 1575 || Common Informers Act 1623 || Common Informers Act 1588 || Common Informers Act 1951 || Equus Bass 770
logistic_regression/v3_all/isotonic,risk_control@suff_abstain15,0.65,successful_intercept,missing_support_intercepted,5a73b8d655429908901be31f__official_intro_link_bridge_a0p85_p0p00_top5,5a73b8d655429908901be31f,"Which university is further North,  University of New Hampshire or Stony Brook University?",Stony Brook University,insufficient,1.0,abstain,0.5,1.0,0.8181818181818182,0.36363636363636365,0.21190586668871692,Stony Brook University || Stony Brook University Hospital || Stony Brook (Souhegan River) || The Statesman (Stony Brook) || List of Stony Brook University buildings
logistic_regression/v3_all/isotonic,risk_control@suff_abstain15,0.65,successful_intercept,missing_support_intercepted,5a7562045542992db947364f__official_intro_link_bridge_a0p85_p0p00_top5,5a7562045542992db947364f,"Which university was founded first, University of California, Berkeley or Saint Louis University?",Saint Louis University,insufficient,1.0,abstain,0.5,1.0,0.8181818181818182,0.36363636363636365,0.22213499430466,"University of California, Berkeley || Donald J. Butz || University of California || List of University of California, Berkeley faculty || University of California, Berkeley student housing"
logistic_regression/v3_all/isotonic,risk_control@suff_abstain15,0.65,successful_intercept,missing_support_no_answer_leakage,5a78e9a2554299148911f995__official_intro_link_bridge_a0p85_p0p00_top5,5a78e9a2554299148911f995,Minor league baseball games that were played between the rivalling teams of the Sooners and the Cowboys were played at the stadium formerly known as what?,Drillers Stadium,insufficient,1.0,abstain,0.0,0.0,0.8095238095238095,0.23809523809523808,0.20598072821584856,"Pocatello, Idaho minor league baseball teams || Newburgh Night Hawks || Amarillo Thunderheads || List of defunct Pacific Coast League teams || Providence Grays (minor league)"
logistic_regression/v3_all/isotonic,risk_control@suff_abstain15,0.65,successful_intercept,missing_support_intercepted,5a79f04d5542996c55b2dca7__official_intro_link_bridge_a0p85_p0p00_top5,5a79f04d5542996c55b2dca7,"Which long-established US university is older: University of California, Berkeley or Syracuse University?","University of California, Berkeley",insufficient,1.0,abstain,0.0,1.0,0.6666666666666666,0.3333333333333333,0.21415903640132056,"Southside, Berkeley, California || List of University of California, Berkeley faculty || University of California, Berkeley student housing || University of California, Berkeley School of Information || People's Park (Berkeley)"
logistic_regression/v3_all/isotonic,risk_control@suff_abstain15,0.65,successful_intercept,missing_support_intercepted,5a7a633a55429941d65f2609__official_intro_link_bridge_a0p85_p0p00_top5,5a7a633a55429941d65f2609,"Who was born last, Dave Peverett or Jang Hyun-seung?",Jang Hyun-seung,insufficient,1.0,abstain,0.5,1.0,0.4,0.3,0.22727272629834638,Jang Hyun-seung || Cube Entertainment || Highlight (band) || Melon Music Awards || South Korea
logistic_regression/v3_all/isotonic,risk_control@suff_abstain15,0.65,successful_intercept,missing_support_no_answer_leakage,5a7b1023554299042af8f6c2__official_intro_link_bridge_a0p85_p0p00_top5,5a7b1023554299042af8f6c2," Which movie did Disney produce first,  The Many Adventures of Winnie the Pooh or Ride a Wild Pony?",Ride a Wild Pony,insufficient,1.0,abstain,0.5,0.0,0.6470588235294118,0.35294117647058826,0.2182538463091785,The Many Adventures of Winnie the Pooh || The Many Adventures of Winnie the Pooh (attraction) || The Wonderful Thing About Tiggers || The New Adventures of Winnie the Pooh || Winnie the Pooh: Adventures in the 100 Acre Wood
logistic_regression/v3_all/isotonic,risk_control@suff_abstain15,0.65,successful_intercept,missing_support_no_answer_leakage,5a7b493855429931da12ca58__official_intro_link_bridge_a0p85_p0p00_top5,5a7b493855429931da12ca58,The Good Dinosaur features the voice of what Canadian-born New Zealand actress?,Anna Helene Paquin,insufficient,1.0,abstain,0.0,0.0,0.6666666666666666,0.3333333333333333,0.21608025834665054,Lori Dungey || Susan Brady (actress) || New Zealand Police Long Service and Good Conduct Medal || New Zealand Fire Brigades Long Service and Good Conduct Medal || Long Service and Good Conduct Medal (New Zealand)
logistic_regression/v3_all/isotonic,risk_control@suff_abstain15,0.65,successful_intercept,missing_support_no_answer_leakage,5a7c17c95542990527d5544d__official_intro_link_bridge_a0p85_p0p00_top5,5a7c17c95542990527d5544d,"A guitar player called Noodles is a longtime member of which band, The Smashing Pumpkins or The Offspring?",The Offspring,insufficient,1.0,abstain,0.5,0.0,0.5625,0.375,0.21492539004583705,The Smashing Pumpkins || List of the Smashing Pumpkins band members || Untitled (The Smashing Pumpkins song) || Drown (The Smashing Pumpkins song) || A Gothic–Industrial Tribute to Smashing Pumpkins
logistic_regression/v3_all/isotonic,risk_control@suff_abstain15,0.65,successful_intercept,missing_support_no_answer_leakage,5a7cbf8c554299452d57b9f4__official_intro_link_bridge_a0p85_p0p00_top5,5a7cbf8c554299452d57b9f4,"Which came out first, Dinosaur or McFarland, USA",Dinosaur,insufficient,1.0,abstain,0.5,0.0,0.375,0.25,0.21812942577395183,"McFarland School District || McFarland, USA || Jamarkus McFarland || Cassie McFarland || McFarland High School (Wisconsin)"
logistic_regression/v3_all/isotonic,risk_control@suff_abstain15,0.65,successful_intercept,missing_support_intercepted,5a7cfea2554299452d57babe__official_intro_link_bridge_a0p85_p0p00_top5,5a7cfea2554299452d57babe,"Which aired first, Life After People or Werner Herzog Eats His Shoe?",Werner Herzog Eats His Shoe,insufficient,1.0,abstain,0.5,1.0,0.5,0.4166666666666667,0.22680505272084206,Werner Herzog Eats His Shoe || Werner Herzog || Errol Morris || Even Dwarfs Started Small || Gates of Heaven
logistic_regression/v3_all/isotonic,risk_control@suff_abstain15,0.65,successful_intercept,missing_support_no_answer_leakage,5a7e0ed25542991319bc9424__official_intro_link_bridge_a0p85_p0p00_top5,5a7e0ed25542991319bc9424,"The 249th episode of ""The Simpsons"" was aired on what date?","November 1, 2000",insufficient,1.0,abstain,0.0,0.0,0.7,0.3,0.2039997055604095,The Town (The Simpsons) || YOLO (The Simpsons) || The Simpsons Guy || Paths of Glory (The Simpsons) || Friends and Family (The Simpsons)
logistic_regression/v3_all/isotonic,risk_control@suff_abstain15,0.65,successful_intercept,missing_support_no_answer_leakage,5a7e1cd955429965cec5ea76__official_intro_link_bridge_a0p85_p0p00_top5,5a7e1cd955429965cec5ea76,During which months of the year does the goalkeeper for Bengaluru FC play? ,November to March,insufficient,1.0,abstain,0.0,0.0,0.5,0.25,0.20506207229491896,Bengaluru FC || Bengaluru FC Academy || History of Bengaluru FC || List of Bengaluru FC seasons || List of Bengaluru FC players
logistic_regression/v3_all/isotonic,risk_control@suff_abstain15,0.65,successful_intercept,missing_support_no_answer_leakage,5a7e21165542995ed0d166a2__official_intro_link_bridge_a0p85_p0p00_top5,5a7e21165542995ed0d166a2,"Who is younger, Billy Idol or Ray Wilson?",Raymond Wilson,insufficient,1.0,abstain,0.0,0.0,0.375,0.25,0.20441597946747084,Shock to the System (Billy Idol song) || Billy Idol (album) || Charmed Life (Billy Idol album) || Billy Idol discography || Speed (Billy Idol song)
